SpawnLocations: 0,0; 12,0; 25,0
Tanks: 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,2,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0
1,1,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,4,4,0,0
1,1,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,4,4,0,0
0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,2,2,1,1,4,4,4,4,0,0
0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,2,2,1,1,4,4,4,4,0,0
0,0,0,0,1,1,0,0,2,2,4,4,1,1,2,2,0,0,1,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,2,2,4,4,1,1,2,2,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,1,1,4,4,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,1,1,4,4,1,1,1,1,0,0,0,0,0,0
0,0,0,0,1,1,1,1,4,4,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,4,4,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,2,2,1,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,2,2,1,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0
4,4,4,4,4,4,2,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
4,4,4,4,4,4,2,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
4,4,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,4,4,4,4,0,0,0,0
4,4,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,4,4,4,4,0,0,0,0
4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0
4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0
2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4
2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4
0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
